#Reihe	Spalte	EffHellgk./lux	Fehler
5	7	4.8	0.1414213562
5	4	5.9	0.1414213562
5	1	4.4	0.1414213562
5	2	8.85	0.1414213562
5	3	8.75	0.1414213562
5	6	6.6	0.1414213562
